first,second,gcd
0110000111000011,1110001001011001,0000000000000001
0101100000001100,1110010111110100,0000000000000100
1000011011100010,0100001111100111,0000000000000001
0010100100001011,0001111110001100,0000000000000001
1001001101010000,0101110110100010,0000000000000010
0111001110011000,1011101011011111,0000000000000001
0000111000011101,1100100000001010,0000000000000001
0011010000001001,1001000110001010,0000000000000001
1011111111111010,1011110000110001,0000000000000011
0001100110110100,1111000000000111,0000000000000001
1101110010011011,0010110111010001,0000000000000001
0000010010011011,1011101011100100,0000000000001001
0011110110000010,0110011111101001,0000000000000001
0100111101111101,1000000110011111,0000000000001001
1000101111001100,0111111111000001,0000000000000001
0001110011111011,1101100010111011,0000000000000001
0000100000001010,1010011100011111,0000000000000011
0110100010111011,0110010001101101,0000000000000001
0110100111000101,1100100111111000,0000000000000001
1000100101010001,1011111010010001,0000000000000001
1001100011100110,0101101011010011,0000000000000001
1100011101110010,0100101000011000,0000000000000010
0010111000011000,0111010011011110,0000000000000010
0001011111000110,0101001101000111,0000000000000001
0110101101111111,1110111000110011,0000000000000001
0101110001111100,1111110111011101,0000000000000011
0110101110110101,1010110111011010,0000000000000111
0000111110111000,0101101011010111,0000000000000001
0001001011011010,1110100101001000,0000000000000010
0000100111011010,0110111110001011,0000000000000001
1110101110011111,1001101010011010,0000000000000111
0110010101100000,1111001111011110,0000000000000010
0100110111011010,1011111001110101,0000000000000001
1100111000110011,1111001100110011,0000000000000001
1001110111000110,0101001011001100,0000000000001110
1110011000011010,0101100000101000,0000000000000010
1011111111010001,0001010000100101,0000000000000001
0101100100001010,0001010010001010,0000000000000010
1010100001111010,0000100001110100,0000000000000010
1011000011101011,1001000110100010,0000000000000001
1111000111111011,0110111111011001,0000000000000001
0111100000010111,0010101101111001,0000000000000001
1011111000010101,0001100111111100,0000000000000001
1011011110110010,1111101111010000,0000000000000010
1101011011110000,1111001100011000,0000000000001000
1101001110000101,1111000000111110,0000000000000001
1111000110110101,1101010111011110,0000000000000001
1100010100101111,1111111110010000,0000000000000001
1101100011000011,0011000111101010,0000000000000001
1001110000011001,0100100010010110,0000000000000001
1110010000011000,1111010010010001,0000000000000001
1001010110010100,1110010000010000,0000000000000100
0101101110101010,1100001011101110,0000000000000110
1001111011001110,0011010111110000,0000000000000010
1101011001000100,0011001101110001,0000000000000001
1101011001000000,1111111010111011,0000000000000001
0111101011111010,0101111110000100,0000000000000010
1100111011001100,1111100100111000,0000000000010100
0011110011001010,0011110011110010,0000000000000010
1001100110110101,1101100001011010,0000000000000001
0111001101010111,1101010010001000,0000000000000001
1111111001011101,1111111011111111,0000000000000001
0000101001001100,1011010000001110,0000000000000010
0000100100110111,0110011000011110,0000000000000001
1111000011011001,0000001111111001,0000000000000001
1110101111010100,1111001010101000,0000000000000100
1011011010111101,1101101100101101,0000000000000001
0100011011011011,0011110100101111,0000000000000001
1000111100101100,1111111100110000,0000000000000100
1010110111100010,1110010101100000,0000000000000010
1111110001000111,0111101001100101,0000000000000001
0010101010010011,1010111001111111,0000000000000001
1001111011110011,0110000101010001,0000000000000111
1111100000010010,0100110010101111,0000000000000001
0010110000011111,0100110011010110,0000000000000101
1100111000101001,0000100110001011,0000000000000001
0100000001000110,0100101010110001,0000000000000001
0000100100101011,0101110111100101,0000000000000001
1110110010110011,1000100100100011,0000000000000001
0100010110100001,0010011100011010,0000000000000101
0100000001100010,1000101001100010,0000000000000010
1111000101001000,1000111110101100,0000000000000100
0001010110011101,0001010011000111,0000000000000001
1111001101001100,1011101100100111,0000000000000001
0110000011000100,0110010110101001,0000000000000001
0111111110000010,0011110111100010,0000000000000010
1101011101001000,1101101000101111,0000000000000001
1000110100100011,0110100001001110,0000000000000001
1101011011001001,0110011000000111,0000000000000001
1001110111100110,0001010100010100,0000000000000010
0010110011010001,0010110110111100,0000000000000001
1100011101010010,0001111011100011,0000000000000001
0001101101111100,1110000011110110,0000000000000010
0110100010111101,1011011000010101,0000000000000001
0000100111011100,1111001110110100,0000000000000100
1011011001111110,0011010111011110,0000000000001110
0110110001011110,1000100011010100,0000000000000010
1010001101001110,0101100101110010,0000000000000010
0001011110000001,1100000101101001,0000000000000001
0011100101100011,1111000100111111,0000000000000001
0110100010110100,1101000001000110,0000000000000010
0001001011001110,1010011010011101,0000000000000001
1111111100111000,1010101011110111,0000000000000001
1000010011010100,0100111011001111,0000000000000001
0010000001010001,0000100101100100,0000000000000001
0101110101100101,1011111010110000,0000000000000001
0000010101110001,0111011001000110,0000000000000001
0010010011100100,1110001101100011,0000000000000001
1011110010110101,1001011101001110,0000000000000001
0010110010011010,1100111001000000,0000000001000010
1010100000000110,1001111111010100,0000000000000010
1000010001011010,1101100000101110,0000000000000010
0100011101100101,1000011101100111,0000000000000001
0000100101000011,1111001101011100,0000000000000001
1101101010111100,1011001110101010,0000000000000010
1101011001000110,1001011111110011,0000000000000001
1111100111110101,0101101011011000,0000000000000001
1001011000000011,0110110111111111,0000000000000001
0011010110011000,0000011011010010,0000000000000010
0010011000111010,1111111100000000,0000000000000110
0000001110001111,1000011010000100,0000000000000001
1011001010111111,0101011010001011,0000000000010101
0010010111110010,1111100110010011,0000000000000011
0101011010000000,0100100000100110,0000000000000010
0000000000000000,1110010011001010,1110010011001010
1111110011110010,0110111101100001,0000000000000001
1011011010110000,1010001000111100,0000000000000100
1101110000000110,1000110110010111,0000000000000001
1010101000000100,0010011111001110,0000000000000010
1001011010101011,0000111100110001,0000000000000001
1111000011011101,0010110111010010,0000000000000001
1001110010100111,0010111111110010,0000000000010001
0100101011100000,1000101111100110,0000000000000010
1001000110011001,1100001110010000,0000000000000001
1101011110011000,1100000000001111,0000000000000001
0001001001101110,0100100000110010,0000000000000010
0011011101001100,0111111110111110,0000000000000010
0010100100010010,0110110000110010,0000000000000010
1110000000010110,0011110000011000,0000000000000110
0001010110111011,1010101000011100,0000000000000001
0110000111011101,1001000111100010,0000000000000001
0011011110100000,1110110100011011,0000000000000001
1111001010110001,0110001011101000,0000000000000001
1000111000101101,1010101000101110,0000000000000001
0010110101110010,0110010010101000,0000000000000010
1010111010111111,1111001000010101,0000000000000001
0101111101101010,0000000110001001,0000000000000011
1000100010100101,0110100000100000,0000000000000001
1011010011110100,1101101111100100,0000000000000100
1010100101011100,1001000110010101,0000000000000011
1000001101011011,0101001010101101,0000000000000011
0011001111011010,1010101001100110,0000000000000010
0001011111000000,1000011111101010,0000000000000010
0100011100110111,1101100101010001,0000000000000001
0100010110010110,1100010111011110,0000000000000010
1011000111111010,1100000001110111,0000000000000001
0110101010101001,0000001001011101,0000000000000101
0011110011010101,0110001100000110,0000000000000011
0010101000100111,1111011000110010,0000000000000001
0110000110001001,0101000110100001,0000000000000001
1100111011101011,1111110010111101,0000000000000011
1000111101010000,0100100110100010,0000000000000010
0011001110010000,0011011001100011,0000000000000011
0001100110100100,1010110001110100,0000000000001100
1010110010001100,1111111000011101,0000000000000001
0111001100011110,0000000111011101,0000000000000001
1001010010000110,0101010010100000,0000000000000010
0001100100100101,1100110101101001,0000000000000001
1000011000100001,1110101011010011,0000000000000001
1101100100101010,0100001000100011,0000000000000001
1011111101000011,1111101111001110,0000000000000001
1001001101111110,0001011101110101,0000000000000001
0001111000110010,0001010010011001,0000000000000001
0110110100011101,0101000111000101,0000000000000001
0000111011100100,1110111100001111,0000000000000001
1110111110110110,1000101100110000,0000000000000010
1100000101111100,1011111000101010,0000000000000010
0110001000100000,0111101110100101,0000000000000001
0010011111011100,1000110010111000,0000000000000100
1001100100011010,0001101101010010,0000000000000010
0110001001110000,1001011110100001,0000000000001001
1101011110101101,1010001011011100,0000000000000001
0000100011000010,0100011001111000,0000000000000010
0010101111101000,1011101110001011,0000000000000001
0011001001011011,0001101000110011,0000000000000001
1011100000000110,1001011000111101,0000000000000001
0011010101000011,0100000100010110,0000000000000011
0100000000110010,0101000001101100,0000000000000010
0010001100010001,1010110001001000,0000000000000001
0101001110110011,0111011011100000,0000000000000001
0100000110011000,1100011110100111,0000000000000001
0010101001111000,1010011111110111,0000000000000011
1010110110000101,0010011001110110,0000000000000011
0101101010011000,0010110010000000,0000000000001000
0000001110010100,0010001001011010,0000000000000010
1000111110111110,0000101100010100,0000000000000010
1000101100010110,0011000010000101,0000000000000001
0100101010110000,0000010010000011,0000000000000101
0000000110110011,1101110010010111,0000000000000001
1010101011000100,1111101100110001,0000000000000011
1110101111010111,0111111101100111,0000000000000101
1000101110000111,0100100001010001,0000000000000001
0000100110111000,0101011101011110,0000000000000010
0111011000011000,0100101011100000,0000000000001000
1010100001111010,1001001010000110,0000000000001010
0110001111111000,1110010011111010,0000000000001110
1001011001101010,0001110101000010,0000000000000010
0010100001110011,0010100110010110,0000000000000001
0010011010110101,1000101110010000,0000000000000001
1010110100001111,0100110000101010,0000000000000001
0000111011100111,0001011000010110,0000000000000001
0011011110110111,0101110100010101,0000000000000001
1100111100101101,0000000100111110,0000000000000011
1100001100101110,0011101010000110,0000000000000010
0001011000000111,1110101100110001,0000000000000001
1100010000111010,1001010101111100,0000000000000010
0110110111011011,0001011111000111,0000000000000001
0000010101010100,1100000110110100,0000000000101100
1101001101111100,1100100011000110,0000000000000010
0001100011000000,1000011101001011,0000000000000011
0011001011000011,0100011110100011,0000000000000001
0001101010110000,1110101110101101,0000000000000111
0001100001011110,0000111011110011,0000000000000001
1100000010001011,0111001101011111,0000000000001011
0000001011000111,0100110011100111,0000000000000001
0100101001101111,1011010011110010,0000000000000001
0110110000101110,1001010000101011,0000000000000001
1110011111110000,1111011001000011,0000000000000001
1011101101000001,0100011111011110,0000000000000001
1100100011000000,1111001001110000,0000000000010000
0100000010100000,1101100101101010,0000000000000010
0000110100101000,0001000100101001,0000000000000001
1101010101101010,0001100010100110,0000000000000010
1100100010110111,1101111101100101,0000000000000001
0000001000001001,1110000001101010,0000000000000001
0111101011000101,1000100101100110,0000000000000001
1001100101110011,0100010111000110,0000000000000001
1000010100101100,1100001100111011,0000000000000001
1001001110101101,1000011111001000,0000000000000101
1110010110100111,0000100000111100,0000000000000001
1001011110011011,1000110111101000,0000000000000001
0011110110000000,0011110110100101,0000000000000001
1010011011111000,1111111000111001,0000000000000001
0111101100101101,0111110101110110,0000000000000011
1001000000001011,0001001010000000,0000000000000001
1100110111111110,0101011011110111,0000000000000011
0110110100000100,1010001001101110,0000000000000010
1010000100000010,1101110101010011,0000000000000001
1110110010110000,0101000010000010,0000000000000010
1101100111100111,0011101100111110,0000000000000001
0011011111010110,1000000010001100,0000000000000010
0001101110001001,0010110110111000,0000000010000101
1000101111100011,1001101110110101,0000000000001001
1001001111001000,0000001001101101,0000000000000001
1000011110101111,0001110011001110,0000000000000001
1000100000001011,0011110000010001,0000000000000001
1001010010111011,0011111110011100,0000000000000001
0111100011010110,1111111011001100,0000000000000010
0101100011011100,0001000110111011,0000000000000001
0110011110111110,0110011001000101,0000000000000001
1111010101001111,0111011000000111,0000000000000001
1001010110101010,0110011101000000,0000000000000010
1000110000110111,1111111010101010,0000000000000001
0000001101111101,1101001001001101,0000000000000001
0100000011010100,0011100100011001,0000000000000001
0101000100110100,1111001110010101,0000000000000001
0110010010010100,1111101110010110,0000000000000010
1000111001101100,0001110110001101,0000000000000101
1111000001110100,0110111010101010,0000000000000010
0001110000001000,0011011111111110,0000000000000110
1001100101000110,0110001110000100,0000000000000010
0111100011000010,1101101111100111,0000000000000001
0110001110001000,1101000100110000,0000000000001000
0011111011110110,1111011000101010,0000000000000010
0101101100111000,1011011000001111,0000000000000001
1110100101011100,1101101001110111,0000000000000001
1110101110010110,0001111000001011,0000000000000001
1001001101101101,0011011010011010,0000000000000001
1100110100001000,1010101011010100,0000000000000100
1110000100111100,1110010100001000,0000000000001100
1010101110110100,0110101101011001,0000000000000001
0001100001010110,1010111110111100,0000000000000010
0101111001110110,0111011101001001,0000000000000001
0000011111110101,1011001101100111,0000000000010101
1110100001111101,0010110101011000,0000000000000001
1111100000101101,0110001100011001,0000000000000001
1000110110100110,0001001000001010,0000000000000010
0000111111110111,0011001001011100,0000000000000001
0010101010010000,1001100110001110,0000000000000010
1100111000001110,0111110110011010,0000000000000010
0000101111010011,0101100110010100,0000000000000011
0000000010101110,0101000110000111,0000000000000011
1010110100110111,0110110101100010,0000000000100111
1010100110111001,1101000010001111,0000000000000011
1100111010110001,0101110111111101,0000000000000001
1110010111001000,1000100100001110,0000000000000010
1100001111110111,1101100010010111,0000000000000001
0100101111110001,1001101111100010,0000000000000001
1011111111111000,0111010110101101,0000000000000001
1011111001101110,1110011101100110,0000000000000110
1001001011000011,1110001100100100,0000000000000001
0110110000111001,1101111000100100,0000000000000011
0100101101111010,0100111010101100,0000000000000010
0111110000000111,1111101100010010,0000000000000001
1011011110100011,0101111111000010,0000000000000001
0111100110010000,1011001010100100,0000000000000100
1001011000101000,1011011110010110,0000000000000010
1110011100100010,0101100011101010,0000000000000010
0110000010011001,0100100100000100,0000000000000001
0110110000011010,1111100110101110,0000000000000010
1001011101011010,0101000000011110,0000000000000010
0110010101111110,1101011110111101,0000000000000001
1011011100100010,0001110100110011,0000000000000001
1001001100000001,0100100100011000,0000000000000001
1101111111000010,1001100110110110,0000000000000010
0110000101000100,1011110000101010,0000000000001010
1110001001110100,0010001100111011,0000000000000001
0101100000110110,0011110101100111,0000000000000001
0001111001101101,0110000011011110,0000000000000001
0000001010010101,0111111001101110,0000000000000001
1011110110010000,1001010111010001,0000000000000001
1000011101100011,1110111001011010,0000000000000001
1001100001100100,0110000111001111,0000000000000001
1111010001011011,0111100110001110,0000000000000001
0010101001000100,1011110110000110,0000000000000010
0101111101101110,0100111110100110,0000000000001010
0101010001100011,0101000011010011,0000000000111001
0010101101011011,0010010101000100,0000000000000001
0110001110111101,1011101111010101,0000000000000001
1111000100100011,0010011011111101,0000000000001001
0000010010001010,0000101110011101,0000000000000001
0101011110000110,1101000001111101,0000000000000001
0000010000010001,1010000010001100,0000000000000011
0111110010111111,1010011001101100,0000000000000001
0011101110101111,1101100111011111,0000000000000001
0111110001010010,0011000011110011,0000000000000001
1010111011010011,0010011100111110,0000000000000001
0001001000110100,1111100110110101,0000000000000101
0111111000001001,0111010110110110,0000000000000001
1110010011001111,1100111000001011,0000000000000001
1011100110010010,1010101110101100,0000000000000010
1010100011101010,0111100101011100,0000000000000110
1100110011111100,0011100010111101,0000000000000001
1001010010100010,0001010011111010,0000000000001010
0101010101010101,1101101100000000,0000000000000001
0100111111101001,0110101100100110,0000000000000001
0111110011110101,0110100110011000,0000000000000001
1100110001000010,0001000001000011,0000000000000001
0110010000001111,0010000110000001,0000000000000001
1100001011100110,1101011000010100,0000000000000010
1011001111001011,1111111011100101,0000000000000001
1100011011110010,1101011011000101,0000000000000001
1001010110000101,0011001001110000,0000000000000011
1110110000010011,1101100001000100,0000000000000001
0001000100110011,1101000100111110,0000000000000001
0100110011111000,0111001000110010,0000000000000010
1001100000001001,0000010111001000,0000000000000001
0111101101100011,1101010110010110,0000000000000011
0011100011100000,1001110011100111,0000000000000001
1110100101000100,1001110101000101,0000000000000001
0010111101001110,0000111010110101,0000000000000101
1010110101110010,0110100110100110,0000000000000010
0101010001001001,0111111111110101,0000000000000001
1010100110111100,1110101011100110,0000000000000010
1010001100100011,0111010010010001,0000000000000011
0110000100101101,1111001001000111,0000000000000001
1011100001011011,1111000000001101,0000000000000001
1000110100000110,1010101011000010,0000000000010110
0011100101011110,1101110001001111,0000000000000111
0001011101000110,1101010101010000,0000000000000010
0001011010011001,1011100100010101,0000000000000001
0010111000101111,0011001100000100,0000000000000001
0001001000010111,0001010010010001,0000000000000001
0011110000100100,1000110000111000,0000000000000100
1101110001010111,1100011011001110,0000000000000001
0101101001001110,1011110001011001,0000000000000001
0011110000110100,0010111101111101,0000000000000001
1010010100100110,0001011001000111,0000000000000001
0110000010110000,1000110101111000,0000000000001000
0011111011111011,1001001110101011,0000000000000001
1011101000001110,0100100000001110,0000000000000010
0000110010110011,0011001000011101,0000000000000001
1011110010001111,0110000000000000,0000000000000001
0011001111100011,1110000010011011,0000000000000001
0011011011100000,0001110011010100,0000000000000100
0010010111001011,0110110101101100,0000000000000001
1010000001010010,1110010110010111,0000000000000001
0010000111101110,1001001101101110,0000000000000010
1101001100111010,1010001010111000,0000000000000010
0111010100100011,1110010010000010,0000000000000001
0111111001110001,1111001011101000,0000000000000001
1101001110111011,0010000000111000,0000000000000001
0011011010101001,0011000001000001,0000000000000001
1010110000101001,1010101110111100,0000000000000001
1111010001001011,0101011011001100,0000000000000001
1010001111100011,1011111001001100,0000000000000001
1110000010101110,0011001010011111,0000000000000001
1000101110111101,1010111110010011,0000000000000001
0100111101110101,0001001010100111,0000000000000001
1110011100011101,0110110110011001,0000000000000001
1010101011110101,0000101111100101,0000000000000101
0001111011111000,0000010010001110,0000000000000010
0000111001100011,0110111101111100,0000000000000001
1111111000110111,0101000011011011,0000000000000111
0011011000011101,1110100011010110,0000000000000001
0011001100110000,1101111000011011,0000000000000011
1011011001101110,1110000101111000,0000000000000010
0011001001001011,0000010001111010,0000000000000001
0010111000111001,0100101010100000,0000000000000001
0011101010010100,0111001111101110,0000000000000010
0011101000011000,0110000101111011,0000000000000001
1000011111100011,1111111000101011,0000000000000001
0001001111000000,1110010110010110,0000000000000010
0111100100010001,1101110100110011,0000000000000001
0011000111000010,0001100001001111,0000000000000001
0001000010011100,1011100000111111,0000000000000001
0001011010001000,1000010100101100,0000000000000100
1101110010101001,0010001111111111,0000000000000001
1010100110110110,0011001100111011,0000000000000001
0110110101011001,1101000001101010,0000000000000111
1111010100101001,0010010111100101,0000000000000001
0100010010110101,1000000101000001,0000000000000001
1110000000001110,0000100110101010,0000000000000010
1101000110010101,0110011010001100,0000000000000001
1000111111000001,0101001100011000,0000000000000001
1000100011101101,0010101011000010,0000000000000001
1011010111001101,1110000110001110,0000000000000001
1010010000110000,1111111111101010,0000000000000010
0100111110001101,0101101001011010,0000000000000101
1100100100000100,0001101111110100,0000000000000100
1000111110100111,1000011101111111,0000000000000001
0100001110001011,1010000010110110,0000000000000001
1001011101010110,1000110010101000,0000000000000010
0010101001100001,1100101000100110,0000000000000001
0100100001101011,0001111101010111,0000000000000001
1111001001110100,1000101110111110,0000000000000010
0101110001110010,0110100000111001,0000000000000001
0110011100111001,0111010101001010,0000000000000001
1001011011110000,1000001010110011,0000000000000011
0111001100001000,1010110111001111,0000000000000001
1101111100001000,0110110000000100,0000000000000100
1110010101100011,0110010011110001,0000000000000001
0010000000010011,1010000110100111,0000000000000001
0101000111111101,1001011101101000,0000000000000001
0010000100100000,0110110001100011,0000000000000001
1011100100010111,0110111111000101,0000000000000001
1100000001000100,1011101110111101,0000000000000001
0010000111010010,0010100110110000,0000000000000010
0010101001010001,1010111010110111,0000000000000011
0100110010001011,1001101100011010,0000000000000001
0011000000110111,1000101011010101,0000000000000001
1001111110111000,1000000010110100,0000000000000100
0110100000001001,1100010111100100,0000000000000001
0001111111101100,1001100100111100,0000000000001100
1110000010010010,1010111001111110,0000000000001010
0100110011001001,0101010101110011,0000000000000001
0101000010010000,0010001001000111,0000000000000001
1110010100101100,0100010100000111,0000000000000001
1011001000001100,0010100100111010,0000000000000010
0100101101110100,0100110000011101,0000000000000001
0101000000000110,1001011011011100,0000000000000010
0011010101011001,0110110101101101,0000000000000001
1011110110011100,0111011010111000,0000000000000100
0111110101100111,0010101001001001,0000000000000001
0010100001001010,0101011110100011,0000000000000001
0010110000010111,1000100100000011,0000000000000001
1101011010000111,0011101000001101,0000000000000001
0010111001001100,0010010101111000,0000000000000100
0011001100110010,0000111001111110,0000000000000010
1101110011101000,0101100010110101,0000000000000001
1011100000011111,1010111111101111,0000000000000001
0111100010000001,0011110001010010,0000000000000111
1110000111010110,1101001100011100,0000000000000010
0111110000111111,0110011110001011,0000000000000001
1110011110001001,0010100010000010,0000000000000001
1100011101010011,0101100010110001,0000000000000001
1000010000100100,1111100011101110,0000000000000110
0101110101101100,0000010111110100,0000000000001100
0011001011111000,1111111111100010,0000000000001110
1011010000001101,1001110111010000,0000000000000001
1011000100110100,0011101001011101,0000000000000001
1111100000100101,0101011101101111,0000000000000011
0010011000110001,1001111010001111,0000000000000001
0000010000101000,1000101011101011,0000000000000001
0100101000100000,1000100010110000,0000000000010000
1001110101000101,0101001011111011,0000000000000001
0001111110110100,1100001000011100,0000000000000100
0011101111110101,0010011100010001,0000000000000001
1000111011000000,0000111111111110,0000000000000010
0101111011011010,0100100101101101,0000000000000001
1010011100110000,1101101111001101,0000000000000001
1111011001100110,0001010000000111,0000000000000011
1101110100100001,1111001111110001,0000000000000001
0001011000100010,0011011110010100,0000000000000010
1101001001011000,1111110100111111,0000000000000001
1001101101110011,1011000110110100,0000000000000011
1111001011110010,1010011101011111,0000000000000001
0100101011110011,0001010010101001,0000000000000001
1011010000101101,0001000000000111,0000000000000001
1011011001000101,0010010010011111,0000000000000001
0101000000111110,0101111100111111,0000000000000001
0111101111010011,0010010011100011,0000000000000001
1100000011010100,1110010001010101,0000000000000001
1101101010011111,0010100101001010,0000000000000001
1001100010111000,1001100110111001,0000000000000001
1101011001101100,1100001110000000,0000000000000100
0010001110011110,1110010010000100,0000000000000010
0010110100001001,1100001111110000,0000000000000011
0000001100000100,0001111101101101,0000000000000001
1101011111100001,0001111100000001,0000000000000001
0100000110010010,1100111111100100,0000000000000010
0110000100101001,0100011101110001,0000000000000001
0000001111011011,0111111101100001,0000000000000001
0000011010101101,0100100011001110,0000000000000001
1011100111111110,0111011100001000,0000000000000010
0010110000000010,0111101000010000,0000000000000010
0101111011001110,0001000001100001,0000000000000001
1000110111110110,0010010111000011,0000000000000001
0011111100011100,1011110110101100,0000000000000100
1011110101101000,1010111011110101,0000000000000001
0100010011111011,0110001110010000,0000000000000001
1011101101001010,0001010101000001,0000000000000001
1111010000100111,1010110001100001,0000000000000001
0011000011011101,1011011100000001,0000000000000001
0011100111110000,1010110010110111,0000000000000001
0000011111111000,0011000110001001,0000000000000011
1010101110011010,0001011100111101,0000000000000001
0001100101010110,0000010101110100,0000000000000010
1111110011101111,0110010011000001,0000000000000001
1101111000100010,1111001010001010,0000000000000010
0000011000110101,1000011100001001,0000000000000001
0101010101010000,0010001011011000,0000000000101000
1111110001000001,1101010000010101,0000000000000001
0100101111010000,0100110011001000,0000000000001000
1010010000101111,0100000011001101,0000000000000001
0100100011001001,1000110101010110,0000000000000001
1101110001100110,0110110000011110,0000000000000010
0111010101111111,1101110101010100,0000000000000001
1001010101000001,0110101110001100,0000000000000001
0101001100101101,0010111101001100,0000000000000001
0000110111110100,0101000011010100,0000000000000100
1001100101110010,1011110100111001,0000000000000011
0101101001111000,0101001100101010,0000000000001010
0100010010101111,1100011011000100,0000000000000001
0010011110000010,0100000111011011,0000000000000001
0100100010110101,1101000111101111,0000000000000001
1100111101110010,0000101001100100,0000000000000010
0001011010110011,1111111110010001,0000000000000001
1011010000100100,1010011101110001,0000000000000001
1011011111101100,0000010000001001,0000000000000001
1000111010000111,0101101001011111,0000000000000001
0111101010100100,1100001101001100,0000000000000100
0010010000010111,0110111111110101,0000000000000001
1111111001101110,1001001001011001,0000000000000001
0111011001011101,1000110111011111,0000000000000001
0100110011111111,0011101010111000,0000000000000001
0110110010011111,1010011111100101,0000000000000011
1001011111000100,1100100011000011,0000000000000001
1011011100101010,1011111100000000,0000000000000010
1010010000001011,1000100001100101,0000000000000001
0001100001010110,1000011001000110,0000000000000010
0111101101101010,1111111110010000,0000000000000010
1000000110111111,1100011011001011,0000000000000001
0110001110111011,0001010010000101,0000000000000001
0101000111101000,0111101001110111,0000000000000001
1101010101000000,0000100110100001,0000000000000001
1001100001101101,0101101010000101,0000000000000001
1111011011110001,0001110010100011,0000000000000001
1000001101001101,0101000100010010,0000000000000001
0101001100001100,1000011101100100,0000000000010100
0101111001000110,1011011110100110,0000000000010110
0110101111111101,1000111111101110,0000000000000011
1100010110001010,1010100000100001,0000000000000001
0000010001111010,1011100100000100,0000000000000110
0000101110111000,0000110110011100,0000000000000100
1001101010001000,0110101001001100,0000000000000100
0100100010000111,0010010100001000,0000000000000011
0010100010110110,1101010111110001,0000000000000001
1111000110101000,0001100001011001,0000000000000001
1001110101101100,1010000100001111,0000000000000001
1010010110010010,1001111101111001,0000000000000001
1001100000010111,0001100001011100,0000000000000001
1110111110100001,1100100000101000,0000000000000101
0100001001010101,1001011111100100,0000000000000001
1100001100010001,0000001101111010,0000000000000001
0101110000100011,1101101001001001,0000000000000001
1101101000111100,0010110111100011,0000000000000001
0111110100010110,1110000011011110,0000000000000010
0001100101001000,1011010100110110,0000000000000010
1011011101001110,0110101101010111,0000000000000001
0101111111110010,0010101010101001,0000000000000001
1101001101011110,0100001010100010,0000000000000010
1100100010101011,0010010011101000,0000000000000001
1001110110001000,1101111101000101,0000000000000001
1100101001001110,1100011110101111,0000000000000001
1011010101110010,0111111110000010,0000000000000010
0011011001100001,1010110001001000,0000000000000001
1001100000010111,0101001000011101,0000000000001101
1011011101111010,1111010100000010,0000000000010110
0111110001010011,0110010001100110,0000000000000001
0010000111101000,0010000110110000,0000000000111000
1111010000000110,1111010000000010,0000000000000010
0001010111110000,1000011101011010,0000000000010010
0010001111101101,1000000000001111,0000000000000001
0011010011000111,0000001101000110,0000000000000001
0010000010010100,0011001010110100,0000000000010100
0100110001111001,1101010000011010,0000000000000001
0000110000110000,0100001100010010,0000000000001010
1011000000100110,0001001101111010,0000000000000010
1010011101110111,0000001100011111,0000000000000001
0101010001110110,0101111010110101,0000000000000001
0101000101101000,0111100010001011,0000000000000001
0100011101011110,0110111111110100,0000000000001010
1011001101101110,0010001010101100,0000000000001110
1100101001011001,0000001100100101,0000000000000001
0100100010000100,1100100001000110,0000000000000110
0000010110000001,0101011101000111,0000000000000001
1111100001101101,0110011000010110,0000000000000001
1011011011110010,0110101100011111,0000000000000001
0100000001111000,1100101111000011,0000000000000001
0001011000101000,0110001000010100,0000000000000100
0100111101000000,0000110000110101,0000000000000001
0110001010000011,0100011110110100,0000000000000001
1000011110110010,1010100111111010,0000000000000010
1001111100100011,1111001100010000,0000000000000001
1001011011011101,0111101101111111,0000000000000001
1100000001010101,1011011010000001,0000000000000001
1101010010000010,1110011011110001,0000000000000011
1110110100111111,0001101000101101,0000000000000001
1111100001001001,0011000001110101,0000000000000011
1001110011101011,0110000010011001,0000000000000001
1100100111100101,0010101100010111,0000000000000001
0101100101110001,1001000010010110,0000000000000001
1111110111100111,1111111110000000,0000000000000001
1001100101101111,1110100010010101,0000000000000011
1010001111001101,1110100100010100,0000000000000001
0010100110000111,1111110001001000,0000000000000001
0010000100000010,1101000111110101,0000000000000001
0001101101000100,1100110000101001,0000000000000101
1111110111011011,1010011111101010,0000000000000001
0001001011001010,0101110100100001,0000000000000001
0111111100111001,0010001011011100,0000000000000001
0101101100100100,1011001111101110,0000000000000010
0010011110111110,0111011100000100,0000000000000010
0010011011110111,0001111110100011,0000000000000111
1000111100101101,0011101010110010,0000000000000001
0110101110100110,1100111110111100,0000000000000010
0010101100110000,1101101111001110,0000000000000010
0010010110011001,0100010000011101,0000000000000111
1010000110111011,0000000001100100,0000000000000001
0000110100000000,0011101100111010,0000000000000010
1011111001011000,1100110100011010,0000000000000010
1110000111111001,1011111100011110,0000000000000001
1111000011011011,0011100101011000,0000000000000001
1110000101110001,0001111100011000,0000000000000001
0010111000110001,0001010100000010,0000000000000001
0110010100000000,0101101010101110,0000000000000010
0111111001011000,0111110001001000,0000000000001000
0000101000100001,1100111101011110,0000000000000001
1011011111011011,0110011010001111,0000000000000001
1000111010000100,1101010100110001,0000000000000001
1011101000110001,1110011000110000,0000000000000001
1100011111101100,1110110000001010,0000000000000110
1000110111011011,1010011001101011,0000000000000011
0100001001101110,0010111000100010,0000000000000010
0010011101111111,1110010001010000,0000000000000001
